_address,_time,_date,_type,_body,_read,_service_center,Label
TX-LPYPVI,"Jan 17, 2024 16:06:45",1.70551E+12,1,"Hey, are we still meeting at 7am tomorrow?",0,9.11429E+11,personal
TX-NOBZCJ,"Aug 21, 2025 07:00:30",1.75576E+12,1,Reminder: Your bill of Rs.3984 is due on 25-09-2025.,0,9.16861E+11,other
TX-NGKIYC,"Mar 11, 2023 13:56:26",1.67854E+12,1,Recharge successful for Rs.2056. Validity: 361 days.,0,9.15511E+11,other
TX-MBQTJA,"Apr 27, 2025 01:46:26",1.74572E+12,1,Reminder: Your bill of Rs.2928 is due on 10-09-2025.,0,9.13291E+11,other
TX-ZWDGIL,"Aug 16, 2023 18:21:34",1.69221E+12,1,Your courier with tracking ID TRK968310 will be delivered today.,0,9.10233E+11,other
TX-NGUPMT,"May 02, 2023 14:53:57",1.68304E+12,1,Your loan of Rs.1182 is pre-approved. Call +916972991716 today.,0,9.1769E+11,spam
TX-HSFBDF,"Feb 25, 2024 07:42:13",1.70885E+12,1,Reminder: Your bill of Rs.2412 is due on 28-09-2025.,0,9.18566E+11,other
TX-AUJIZL,"Dec 06, 2023 19:45:49",1.70189E+12,1,"Dear Customer, your FD of Rs.4741 matures on 22-09-2025.",0,9.12874E+11,bank
TX-UCZWVQ,"Apr 19, 2023 18:51:57",1.68193E+12,1,Your courier with tracking ID TRK899376 will be delivered today.,0,9.15957E+11,other
TX-YTHYAK,"Mar 18, 2025 09:55:30",1.74229E+12,1,Your loan of Rs.631 is pre-approved. Call +917514010212 today.,0,9.16092E+11,spam
TX-PEUTLK,"Aug 19, 2024 23:30:25",1.72411E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.17698E+11,personal
TX-KVBSXA,"Nov 02, 2023 04:29:19",1.6989E+12,1,Don’t forget to bring the notes for class.,0,9.16416E+11,personal
TX-TZGWVN,"Jul 30, 2023 03:48:15",1.69069E+12,1,Your OTP for transaction at Paytm is 957580. Valid for 5 mins.,0,9.18706E+11,bank
TX-NSXQCN,"Oct 14, 2024 05:10:19",1.72888E+12,1,Your OTP for transaction at Google Play is 253290. Valid for 5 mins.,0,9.1118E+11,bank
TX-NHSTDJ,"Jan 21, 2025 11:53:17",1.73746E+12,1,Don’t forget to bring the notes for class.,0,9.10864E+11,personal
TX-SCJGRK,"Jul 21, 2024 11:33:38",1.72156E+12,1,Subscription renewed successfully for Rs.3933. Enjoy services.,0,9.13175E+11,other
TX-LGEKOC,"Jan 23, 2025 01:22:50",1.7376E+12,1,Your loan of Rs.4868 is pre-approved. Call +918803419022 today.,0,9.11395E+11,spam
TX-HIHOOD,"Apr 30, 2025 11:28:33",1.74601E+12,1,Win a smartphone! Register at www.offer588.com now,0,9.1911E+11,spam
TX-POGIQT,"Aug 23, 2024 06:56:12",1.7244E+12,1,"Hey, are we still meeting at 11am tomorrow?",0,9.13069E+11,personal
JD-RAILWF-S,"Jun 2, 2025 22:41:26",1.74888E+12,1,"Dear Customer,Your RailWire WiFi OTP is 5851",1,9.17011E+11,other
7042180782,"Apr 20, 2025 09:22:46",1.74512E+12,2,PHONEPE-MULTI-SMS-VERIFY EJLMZJTEYUAVDS2F0TLP2CDXL0WBV892369:phonepe,1,,other
TX-ILNLLY,"Mar 05, 2023 03:08:16",1.67799E+12,1,Your loan of Rs.2225 is pre-approved. Call +916334176296 today.,0,9.15914E+11,spam
CP-TRUVAL,"Apr 1, 2025 17:36:04",1.74351E+12,1,"Hi  User, use OTP  6492 to validate your mobile number  XXXXXX0493 at marutisuzukitruevalue.com",0,9.11726E+11,other
AA-AIRTEL-P,"May 23, 2025 11:02:15",1.74798E+12,1,One pack. Endless entertainment.  Recharge with Rs181 and enjoy 15GB data & 22+ OTTs for 30 days with Airtel Xstream Play Premium. Click i.airtel.in/181_datapack_clm_silent,1,9.19891E+11,spam
AA-650003-P,"Jun 26, 2025 12:54:10",1.75092E+12,1,"You're missing out on incoming calls & OTPs! Recharge now with Rs199 Airtel pack to get unlimited calls, 2GB data & 100 SMS/day for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
BG-UNIONB-S,"Aug 2, 2025 07:21:55",1.7541E+12,1,"A/c *1739 Debited for Rs:40.00 on 02-08-2025 07:21:44 by Mob Bk ref no 087036246778 Avl Bal Rs:1340.24.If not you, Call 1800222243 -Union Bank of India",0,9.17013E+11,bank
TX-RCQNDQ,"May 27, 2023 01:12:10",1.68515E+12,1,Don’t forget to bring the notes for class.,0,9.15697E+11,personal
TX-XYTKHP,"Mar 11, 2025 18:39:06",1.74172E+12,1,"Dear Customer, your FD of Rs.1852 matures on 04-10-2025.",0,9.17511E+11,bank
TX-KROETR,"Sep 28, 2024 23:27:13",1.72757E+12,1,Free recharge of Rs.3054. Click www.offer587.com to claim instantly,0,9.12899E+11,spam
AA-650002-P,"Sep 2, 2025 14:10:20",1.7568E+12,1,"You're missing out on incoming calls & OTPs! Recharge now with Rs349 Airtel pack to get UL calls, 2GB data/day, 100 SMS/day & UL 5G available for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
JA-JioPay,"Apr 20, 2025 22:17:50",1.74517E+12,1,"ATTENTION! 90% of daily data used as on 20-Apr-25 21:59 ! Jio Number : 9391787607 Daily quota as per plan :1 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/dl/data_pack For data saving tips, watch this video : https://www.youtube.com/watch?v=ZFUDydctV78",0,9.19014E+11,spam
TX-UGBEOI,"Apr 05, 2024 21:17:48",1.71235E+12,1,Recharge successful for Rs.1330. Validity: 194 days.,0,9.18636E+11,other
AA-650001-P,"Jun 13, 2025 12:21:08",1.7498E+12,1,"You're missing out on incoming calls & OTPs! Recharge now with Rs249 Airtel pack to get unlimited calls, 1GB data/day & 100 SMS/day, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",1,9.19831E+11,spam
TX-YGRLPS,"Sep 07, 2023 08:25:23",1.69408E+12,1,"Hey, are we still meeting at 5pm tomorrow?",0,9.13025E+11,personal
TX-PRJQLC,"Mar 06, 2024 23:56:49",1.70977E+12,1,Congratulations! You have won a lottery of Rs.3553. Claim now at www.offer769.com,0,9.12538E+11,spam
JA-JIOINF-S,"Jul 3, 2025 09:28:55",1.75152E+12,1,Your plan for Jio number 9391787607 is expiring today. Recharge IMMEDIATELY to enjoy continued services.,1,9.19014E+11,spam
JX-UNIONB-S,"Jun 6, 2025 08:26:30",1.74918E+12,1,"A/c *1739 Debited for Rs:29.00 on 06-06-2025 08:26:03 by Mob Bk ref no 552373701900 Avl Bal Rs:365.17.If not you, Call 1800222243 -Union Bank of India",0,9.17019E+11,bank
TX-MTLBCL,"Oct 01, 2024 07:29:05",1.72777E+12,1,Don’t forget to bring the notes for class.,0,9.10324E+11,personal
JK-620016-P,"Jul 1, 2025 16:03:43",1.75137E+12,1,"Recharge now Jio no. 9391787607 with Rs.899 plan & enjoy Jio Offer- Free JioHotstar Mobile/TV subscription for 90 Days. Plan 899 benefits: Unlimited 5G data + 2GB/day & 20GB extra 4G data, Unlimited Voice for 90 Days. Use Google Pay app & stay connected. T&CA. https://gpay.app.goo.gl/8XWn2u",1,9.17003E+11,spam
VM-HOUSNG,"Apr 1, 2025 17:37:38",1.74351E+12,1,7256 is your OTP for login. Please use this OTP to complete your phone number verification AZR0WfYTzaq @seller.housing.com -Housing,0,9.19823E+11,other
TX-NOMFAM,"Apr 25, 2023 09:03:48",1.68241E+12,1,A/c *5579 has insufficient funds for transaction of Rs.4079.,0,9.11687E+11,bank
JA-TRAIND-G,"Jul 8, 2025 12:01:39",1.75196E+12,1,TRAI never sends any message or makes any call for verification/disconnection/reporting unlawful activities of mobile numbers. Beware of such messages/calls in the name of TRAI. This may be potentially fraudulent calls and should be verified from customer care of Service Providers and reported to the National Cyber Crime Reporting Portal ( www.cybercrime.gov.in ) or Cyber Crime Helpline (1930) or Department of Telecom Chakshu Platform at https://sancharsaathi.gov.in/sfc/,0,9.19014E+11,spam
TX-LNVSOT,"Mar 08, 2023 21:49:43",1.67831E+12,1,A/c *1285 Credited with Rs.4313 on 09-09-2025. Avl Bal: Rs.48040.,0,9.15123E+11,bank
AA-AIRFSC,"May 8, 2025 18:40:07",1.74671E+12,1,"Hi 6302080493 , you recently recharged for Rs 199 . Did you know you could have saved 49 on this transaction with the Airtel Axis Bank Credit Card? Enjoy a credit limit of up to Rs 5,00,000 and earn up to Rs 16,000 annual cashback. To start saving on future recharges, apply now https://i.airtel.in/PREPSMS",0,9.1984E+11,spam
TX-CRJCPL,"Jan 31, 2023 00:49:48",1.67513E+12,1,Let’s catch up over coffee at park.,0,9.1969E+11,personal
TX-PTGWJX,"Apr 09, 2025 11:10:55",1.7442E+12,1,Don’t forget to bring the notes for class.,0,9.19761E+11,personal
TX-UNEYBU,"Jan 01, 2024 08:17:53",1.7041E+12,1,Can you call me back when you’re free?,0,9.13532E+11,personal
TX-IRPVIX,"Nov 09, 2023 15:25:52",1.69954E+12,1,Can you call me back when you’re free?,0,9.12261E+11,personal
TX-YBEAZW,"Jan 01, 2023 02:13:08",1.67254E+12,1,A/c *4355 Debited for Rs.3994 on 23-09-2025. Avl Bal: Rs.20984.,0,9.14061E+11,bank
TX-XYOKGK,"Aug 26, 2025 13:32:34",1.75622E+12,1,A/c *6405 has insufficient funds for transaction of Rs.2964.,0,9.12947E+11,bank
TX-MSWRCX,"Jan 27, 2025 17:33:30",1.738E+12,1,Your order #28039 has been shipped. Track here: www.offer173.com,0,9.11175E+11,other
JM-UNIONB-S,"Jul 6, 2025 16:18:32",1.7518E+12,1,"A/c *1739 Debited for Rs:100.00 on 06-07-2025 16:18:24 by Mob Bk ref no 555371158388 Avl Bal Rs:241.04.If not you, Call 1800222243 -Union Bank of India",1,9.17021E+11,bank
JK-NSESMS-S,"May 31, 2025 01:37:55",1.74864E+12,1,"ANGEL ONE LIMITED on 24-05-25 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE",0,9.1917E+13,other
TX-ETFUJT,"Oct 13, 2023 13:05:50",1.6972E+12,1,"Dear Customer, your FD of Rs.2213 matures on 19-09-2025.",0,9.15492E+11,bank
TX-IKHRNO,"Mar 02, 2023 18:52:12",1.67778E+12,1,Win a smartphone! Register at www.offer356.com now,0,9.10036E+11,spam
TX-BBTCGZ,"Feb 28, 2023 12:33:08",1.67759E+12,1,A/c *3804 has insufficient funds for transaction of Rs.3643.,0,9.19016E+11,bank
JA-JioPay-S,"Jun 22, 2025 18:11:11",1.7506E+12,1,"ATTENTION! 90% of daily data used as on 22-Jun-25 18:10 ! Jio Number : 9391787607 Daily quota as per plan :1.50 GB If you do not have additional data plan then your internet speed will be reduced once 100% of data quota is used. To explore and recharge with data packs, click : https://www.jio.com/dl/data_pack For data saving tips, watch this video : https://www.youtube.com/watch?v=ZFUDydctV78",1,9.17012E+11,spam
TX-AXROKH,"Jan 09, 2023 23:28:18",1.67331E+12,1,Congratulations! You have won a lottery of Rs.3922. Claim now at www.offer985.com,0,9.18978E+11,spam
TX-VVCQSJ,"Sep 22, 2024 15:34:38",1.72702E+12,1,Win a smartphone! Register at www.offer360.com now,0,9.19031E+11,spam
TX-AXXOKD,"Jan 28, 2025 14:23:58",1.73807E+12,1,Reminder: Your bill of Rs.4656 is due on 05-10-2025.,0,9.18058E+11,other
AA-AIRTEL-S,"Aug 31, 2025 08:56:39",1.75661E+12,1,"You have access to FREE Airtel Xstream Play on your Airtel number. Enjoy movies, shows and Live channels now at no added cost. Watch now : https://open.airtelxstream.in//25plus_OTTs",0,9.1981E+11,spam
TX-NTJSUD,"Oct 27, 2024 15:37:41",1.73004E+12,1,Don’t forget to bring the notes for class.,0,9.15485E+11,personal
AX-ATOTHR,"Apr 1, 2025 17:26:00",1.74351E+12,1,"Dear Player, Here is the Rummy App download link that you have requested for https://gr.a23.com/aQE5/appdownload - TnC apply -A23",0,9.19845E+11,spam
TX-JARXVP,"Jul 11, 2023 13:49:58",1.68908E+12,1,Subscription renewed successfully for Rs.4526. Enjoy services.,0,9.1643E+11,other
TX-YFCFRI,"Jan 19, 2024 12:24:24",1.70567E+12,1,Win a smartphone! Register at www.offer232.com now,0,9.13092E+11,spam
TX-CMLSGF,"Jun 25, 2024 06:26:34",1.7193E+12,1,Reminder: Your bill of Rs.4030 is due on 24-09-2025.,0,9.14132E+11,other
TX-RTHMMB,"Jul 01, 2025 01:13:11",1.75133E+12,1,A/c *2170 Credited with Rs.2404 on 13-09-2025. Avl Bal: Rs.5259.,0,9.18499E+11,bank
JA-JIOPAY-S,"Jun 7, 2025 19:43:56",1.74931E+12,1,"ALERT! 100% of daily data exhausted as on 07-Jun-25 19:43 ! Jio Number : 9391787607  Daily quota as per plan : 1.50 GB Daily data quota will be restored on : 08-Jun-25 00:14 If you do not have other data plan then your internet speed will now be reduced to 64 Kbps. To explore and recharge with data packs, click : https://www.jio.com/dl/data_pack To know about your data usage, click : http://tiny1.jio.com/HelpfulTips",1,9.19014E+11,spam
TX-IFDTNA,"Sep 10, 2023 21:23:39",1.69438E+12,1,Your courier with tracking ID TRK496984 will be delivered today.,0,9.14788E+11,other
AA-650003-P,"Jul 26, 2025 11:02:43",1.75351E+12,1,"Your Airtel pack on 6302XXX493 is about to expire! Recharge now with Rs598 to stay connected. Get Netflix Basic, Zee5 Premium, Airtel Xstream Play Premium(28D), JioHotstar Super(1M), unlimited calls, 2GB/day, UL 5G, for 28 days. Recharge on Airtel Thanks App with ZERO CONVENIENCE FEE  i.airtel.in/AirRech",0,9.19831E+11,spam
TX-BHCIIV,"Dec 12, 2024 20:54:12",1.73404E+12,1,Win a smartphone! Register at www.offer934.com now,0,9.11818E+11,spam
TX-JBQJWT,"Mar 13, 2023 15:31:34",1.67872E+12,1,Let’s catch up over coffee at Cafe Coffee Day.,0,9.18702E+11,personal
TX-CTIUEU,"Dec 26, 2023 18:43:24",1.70362E+12,1,Limited time offer! Get 24% off on all items. Visit www.offer454.com,0,9.10883E+11,spam
TX-XVBKKP,"Jun 18, 2025 04:13:16",1.75022E+12,1,A/c *8455 has insufficient funds for transaction of Rs.2139.,0,9.16424E+11,bank
TX-LQBAUZ,"Feb 25, 2025 19:40:58",1.74051E+12,1,Your OTP for transaction at Amazon is 347737. Valid for 5 mins.,0,9.1593E+11,bank
TX-LTABTD,"Feb 01, 2023 01:04:13",1.67521E+12,1,Your loan of Rs.4592 is pre-approved. Call +919295362061 today.,0,9.1946E+11,spam
AX-CUCHDG-P,"Jul 24, 2025 16:02:05",1.75335E+12,1,"Dear Student, The last date for registration is 31st July 2025. Apply now! For more information, visit https://cucet.cuchd.in/ or call us at 1800121288800. -Chandigarh University",0,9.19846E+11,other
VM-PPINST,"Apr 15, 2025 22:44:04",1.74474E+12,1,154190 is your PrepInsta Login OTP Follow us on Instagram to get offcampus updates. Team PrepInsta,0,9.19823E+11,spam
TX-QOTKTF,"Oct 31, 2024 10:31:53",1.73037E+12,1,"Dear Customer, your FD of Rs.2928 matures on 19-09-2025.",0,9.1635E+11,bank
TX-JTJLWP,"Aug 12, 2025 11:49:12",1.755E+12,1,Congratulations! You have won a lottery of Rs.2875. Claim now at www.offer921.com,0,9.10704E+11,spam
TX-DYYQWB,"Jan 12, 2025 03:40:43",1.73665E+12,1,Your OTP for transaction at Flipkart is 307464. Valid for 5 mins.,0,9.15376E+11,bank
TX-JJLCPX,"Aug 26, 2025 23:25:25",1.75625E+12,1,Your OTP for transaction at Amazon is 327272. Valid for 5 mins.,0,9.1103E+11,bank
AA-AIRTEL,"Apr 16, 2025 12:11:21",1.74479E+12,1,Airtel pack on 6302080493 ends TONIGHT. Recharge with your favourite Unlimited Pack for continued services i.airtel.in/FDPNew Ignore if already done,1,9.19831E+11,spam
TX-ZOLBMA,"Mar 14, 2023 21:08:01",1.67883E+12,1,Your OTP for transaction at Paytm is 631709. Valid for 5 mins.,0,9.13991E+11,bank
TX-KRJWON,"May 30, 2023 01:47:13",1.68541E+12,1,Free recharge of Rs.3336. Click www.offer241.com to claim instantly,0,9.15404E+11,spam
TX-QGIRBQ,"Oct 24, 2023 08:13:41",1.69814E+12,1,Limited time offer! Get 8% off on all items. Visit www.offer181.com,0,9.14328E+11,spam
JK-620040-P,"Jun 6, 2025 17:42:26",1.74921E+12,1,Thank you for continuing with Jio! Want to stay connected longer and get higher value? Upgrade to our Rs. 799 Quarterly Plan for 84 days validity and more benefits. Recharge now and queue it for uninterrupted connectivity. Click www.jio.com/r/RPqK89hOM,0,9.17003E+11,spam
TX-ESEDRC,"Oct 04, 2023 04:17:12",1.69639E+12,1,"Hey, are we still meeting at 12am tomorrow?",0,9.1954E+11,personal
TX-KGWZWD,"Nov 30, 2023 03:36:13",1.70132E+12,1,A/c *4470 Credited with Rs.1791 on 13-09-2025. Avl Bal: Rs.45984.,0,9.13062E+11,bank
AA-AIRTEL,"Apr 19, 2025 20:31:28",1.74507E+12,1,"Alert Day 1: Incoming service including OTPs will stop from tonight on your Airtel number. To continue services, please recharge NOW: www.bit.ly/rchhome",0,9.19845E+11,spam
59029411,"Apr 1, 2025 13:57:28",1.7435E+12,1,G-083948 is your Google verification code. Don't share your code with anyone.,0,9.17012E+11,other
TX-DZFBTR,"Jan 27, 2024 07:49:43",1.70634E+12,1,Your loan of Rs.4795 is pre-approved. Call +919292037104 today.,0,9.17476E+11,spam
9157575625,"Apr 1, 2025 21:43:45",1.74352E+12,1,Your LinkedIn verification code is 820396.,1,9.17012E+11,other
TX-QNLGFI,"Aug 06, 2024 22:14:56",1.72298E+12,1,A/c *3345 Debited for Rs.4981 on 24-09-2025. Avl Bal: Rs.18269.,0,9.1772E+11,bank
VM-MBUNIV-T,"Aug 4, 2025 08:23:02",1.75428E+12,1,"Dear Parent, MAILE VENU MADHAV . is absent on 04-Aug-2025 - Mohan Babu University",0,9.17013E+11,personal
AA-AIRTEL,"Apr 14, 2025 16:57:20",1.74463E+12,1,Airtel Unlimited Pack validity for 6302080493 is till 16-Apr-25. Recharge TODAY without losing your current validity i.airtel.in/FDPNew Ignore if already done,1,9.19831E+11,spam
JA-JioPay-S,"Jun 15, 2025 01:12:16",1.74993E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 15-Jun-25 00:14 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips To track your data balance and usage, click http://tiny.jio.com/mobile",1,9.19014E+11,spam
TX-IXSXJV,"Dec 21, 2024 22:30:48",1.73482E+12,1,Your OTP for transaction at Flipkart is 218656. Valid for 5 mins.,0,9.136E+11,bank
TX-CVTIYB,"Apr 17, 2023 23:51:13",1.68178E+12,1,A/c *3112 has insufficient funds for transaction of Rs.1432.,0,9.18636E+11,bank
TX-IJDVNB,"Jul 03, 2023 06:59:09",1.68837E+12,1,Win a smartphone! Register at www.offer727.com now,0,9.13206E+11,spam
TX-RWWMEE,"Feb 03, 2023 12:22:14",1.67543E+12,1,"Hey, are we still meeting at 8am tomorrow?",0,9.11144E+11,personal
TX-LAMBIG,"Apr 24, 2025 22:34:51",1.74553E+12,1,Subscription renewed successfully for Rs.3438. Enjoy services.,0,9.19938E+11,other
AX-ATOTHR,"Apr 1, 2025 17:29:45",1.74351E+12,1,"Dear Player, Here is the Rummy App download link that you have requested for https://gr.a23.com/aQE5/appdownload - TnC apply -A23",0,9.19845E+11,spam
TX-OSXPPL,"Aug 24, 2024 06:44:58",1.72448E+12,1,Limited time offer! Get 44% off on all items. Visit www.offer572.com,0,9.19865E+11,spam
TX-NBNJIW,"Jun 23, 2023 00:55:03",1.68748E+12,1,Your courier with tracking ID TRK648561 will be delivered today.,0,9.18815E+11,other
TX-SWUKFS,"Apr 30, 2023 11:12:55",1.68285E+12,1,A/c *6309 Debited for Rs.3144 on 17-09-2025. Avl Bal: Rs.39333.,0,9.14638E+11,bank
TX-IOJSKU,"Apr 03, 2025 19:38:58",1.74371E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.19722E+11,personal
TX-FHIVKZ,"Aug 26, 2024 02:58:41",1.72464E+12,1,Reminder: Your bill of Rs.2612 is due on 08-09-2025.,0,9.15149E+11,other
TX-TXXDLP,"Sep 04, 2024 02:15:46",1.72542E+12,1,Recharge successful for Rs.4596. Validity: 315 days.,0,9.19796E+11,other
TX-TTHYVZ,"Feb 16, 2024 04:07:02",1.70806E+12,1,Free recharge of Rs.993. Click www.offer206.com to claim instantly,0,9.12523E+11,spam
AA-AIRTEL-P,"May 10, 2025 15:18:56",1.74687E+12,1,One pack. Endless entertainment.  Recharge with Rs181 and enjoy 15GB data & 22+ OTTs for 30 days with Airtel Xstream Play Premium. Click i.airtel.in/181_datapack_clm_silent,1,9.19892E+11,spam
TX-OOLDCE,"Jan 16, 2023 18:27:43",1.67389E+12,1,Your loan of Rs.792 is pre-approved. Call +919975647214 today.,0,9.10766E+11,spam
TX-KEVYTB,"Jul 29, 2025 08:33:28",1.75378E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.1751E+11,personal
TX-OCBRRI,"Aug 29, 2023 21:35:34",1.69334E+12,1,Your order #60147 has been shipped. Track here: www.offer350.com,0,9.16481E+11,other
TX-ARVWYF,"Jul 19, 2023 10:15:34",1.68976E+12,1,A/c *7401 Credited with Rs.4172 on 05-10-2025. Avl Bal: Rs.31966.,0,9.17753E+11,bank
TX-SSMYOW,"Apr 16, 2024 22:30:17",1.71331E+12,1,Limited time offer! Get 40% off on all items. Visit www.offer815.com,0,9.16974E+11,spam
TX-SOYUMM,"Oct 14, 2023 01:56:10",1.69725E+12,1,A/c *8753 Debited for Rs.3973 on 04-10-2025. Avl Bal: Rs.26289.,0,9.11853E+11,bank
JA-JioPay-S,"Jun 13, 2025 22:43:28",1.74983E+12,1,"DAILY DATA USAGE ALERT! 50% of daily data used as on 13-Jun-25 22:43 ! Jio Number : 9391787607  Daily Data quota as per plan : 1.50 GB  For data saving tips, watch this video : http://tiny.jio.com/Savingtips To track your data balance and usage, click http://tiny.jio.com/mobile",1,9.19014E+11,spam
TX-JBCHIY,"May 31, 2025 03:15:29",1.74866E+12,1,A/c *9334 Credited with Rs.1086 on 13-09-2025. Avl Bal: Rs.35102.,0,9.15761E+11,bank
TX-MLWRTU,"Jul 05, 2023 16:28:57",1.68857E+12,1,Your order #67543 has been shipped. Track here: www.offer679.com,0,9.19375E+11,other
TX-ADEAXO,"Sep 13, 2024 06:24:00",1.72621E+12,1,Your order #44444 has been shipped. Track here: www.offer690.com,0,9.13126E+11,other
TX-GEDIWQ,"Aug 10, 2023 08:35:11",1.69166E+12,1,"Dear Customer, your FD of Rs.3505 matures on 16-09-2025.",0,9.17496E+11,bank
TX-JEKMAS,"Feb 20, 2023 04:15:26",1.67687E+12,1,Can you call me back when you’re free?,0,9.10061E+11,personal
TX-EZQLLR,"Sep 27, 2024 10:41:39",1.72743E+12,1,Reminder: Your bill of Rs.2262 is due on 10-09-2025.,0,9.19959E+11,other
TX-CHQWQT,"Aug 03, 2023 01:43:46",1.69103E+12,1,Win a smartphone! Register at www.offer783.com now,0,9.16539E+11,spam
TX-MSCWPX,"Mar 30, 2024 19:48:37",1.71183E+12,1,Your loan of Rs.2869 is pre-approved. Call +916963645629 today.,0,9.17819E+11,spam
AX-HIRPRO-S,"Jun 30, 2025 21:06:17",1.7513E+12,1,8E6B98 is your One Time Password. Don't share this with anyone. Regards MyCareernet. By-HirePro,0,9.17012E+11,other
TX-SYSJQW,"Apr 05, 2024 13:13:42",1.71232E+12,1,A/c *7652 has insufficient funds for transaction of Rs.3720.,0,9.15569E+11,bank
TX-JLUTPI,"May 20, 2023 20:47:08",1.68462E+12,1,Congratulations! You have won a lottery of Rs.3355. Claim now at www.offer878.com,0,9.16453E+11,spam
CP-RZRPAY-S,"Aug 13, 2025 19:12:46",1.75509E+12,1,Your payment of Rs.29 for the subscription to PREPLACED EDUCATION PRIVATE LI is successful. Any recurring subscription payments will be automatically charged to your UPI from now - Razorpay,0,9.11726E+11,spam
TX-GMOCTC,"Feb 20, 2025 00:59:20",1.74001E+12,1,A/c *7920 has insufficient funds for transaction of Rs.2080.,0,9.17949E+11,bank
CP-VSOURC-P,"Aug 11, 2025 14:19:27",1.7549E+12,1,STUDY IN UK MASTERS IN UK TOP UNIVERSITIES 100% EDUCATIONAL LOAN WITH SCHOLARSHIPS  WWW.VSOURCEOVERSEAS.COM  WATCH  https://vm.ltd/VSOURC/pW2G6X  Cal 7386381119,0,9.11726E+11,spam
TX-QAZOVQ,"Feb 25, 2025 14:21:36",1.74049E+12,1,Your OTP for transaction at Flipkart is 578925. Valid for 5 mins.,0,9.11439E+11,bank
TX-BJXFIO,"Jan 17, 2025 14:48:03",1.73713E+12,1,Subscription renewed successfully for Rs.3665. Enjoy services.,0,9.17848E+11,other
TX-AATXAB,"Apr 10, 2024 18:56:16",1.71278E+12,1,Your OTP for transaction at Google Play is 287555. Valid for 5 mins.,0,9.19902E+11,bank
TX-OOQDBK,"Jun 10, 2025 07:55:44",1.74954E+12,1,"Dear Customer, your FD of Rs.3400 matures on 05-10-2025.",0,9.12642E+11,bank
TX-TARHML,"Aug 08, 2023 22:35:33",1.69153E+12,1,A/c *3751 Credited with Rs.2965 on 04-10-2025. Avl Bal: Rs.45706.,0,9.11996E+11,bank
TX-OEKFWV,"Aug 21, 2024 16:40:33",1.72426E+12,1,Happy Birthday! 🎉 Hope you have a wonderful day.,0,9.11657E+11,personal
TX-ZLCOKX,"Feb 13, 2024 23:54:01",1.70787E+12,1,A/c *1520 Credited with Rs.1237 on 18-09-2025. Avl Bal: Rs.15225.,0,9.14245E+11,bank
TX-WWFRNC,"Jul 06, 2024 14:33:16",1.72028E+12,1,Your OTP for transaction at Paytm is 480986. Valid for 5 mins.,0,9.19942E+11,bank
TX-AEZJFB,"Sep 21, 2024 21:25:28",1.72695E+12,1,Can you call me back when you’re free?,0,9.13229E+11,personal
TX-VLQAXT,"Apr 27, 2025 06:53:44",1.74574E+12,1,Subscription renewed successfully for Rs.1774. Enjoy services.,0,9.12858E+11,other
AX-ATOTHR,"Apr 1, 2025 17:29:12",1.74351E+12,1,"Dear Player, Here is the Rummy App download link that you have requested for https://gr.a23.com/aQE5/appdownload - TnC apply -A23",0,9.19845E+11,spam
AA-AIRTEL-P,"Aug 18, 2025 14:42:59",1.75551E+12,1,Smarter recharges start with Rs799 Airtel pack! 1.5GB/day + unlimited calls for 84 days - just Rs267/month. Click i.airtel.in/799_SILN,0,9.19891E+11,spam
TX-ZBJDTV,"May 28, 2024 12:09:32",1.7169E+12,1,Your courier with tracking ID TRK933852 will be delivered today.,0,9.14873E+11,other
TX-XWXTPH,"Mar 15, 2023 02:43:13",1.67885E+12,1,Reminder: Your bill of Rs.1367 is due on 07-10-2025.,0,9.13913E+11,other
JX-UNIONB-S,"May 7, 2025 13:40:48",1.74661E+12,1,"Your SB A/c *1739 Debited for Rs.1500.00 on 07-05-2025 13:22:32 by ATM Avl Bal Rs.1104.97, If not you, Call 1800222243 -Union Bank of India",0,9.17019E+11,bank
TX-VGAAAW,"Nov 11, 2023 02:13:11",1.69967E+12,1,A/c *2710 Credited with Rs.3772 on 23-09-2025. Avl Bal: Rs.2412.,0,9.1876E+11,bank
TX-UFWECR,"Mar 23, 2024 18:27:15",1.71122E+12,1,A/c *4438 Credited with Rs.475 on 15-09-2025. Avl Bal: Rs.6379.,0,9.17802E+11,bank
